Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Annual Revenue Share,Cumulative Share,Current Inventory Quantity,Reorder Yes or NO,Stock Status,ABC Classification,CV,XYZ Classification,CV Rank,ABC Rank,Safety Stock,Reorder Point,Average Demand,Store
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
